workclass,occupation,education_level,relationship,gender,capital_gain,capital_loss,hours_per_week,income
State-gov,Prof-specialty,16.0,Not-in-family,Male,2885.0,0.0,40.0,<=50K
,,9.0,Wife,Female,2885.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,2885.0,0.0,40.0,<=50K
Private,Adm-clerical,13.0,Own-child,Female,2885.0,0.0,25.0,<=50K
Private,Sales,9.0,Husband,Male,2885.0,0.0,15.0,<=50K
Private,Craft-repair,9.0,Husband,Male,2885.0,0.0,40.0,<=50K
,,9.0,Husband,Male,2885.0,0.0,80.0,<=50K
Private,Exec-managerial,13.0,Husband,Male,2885.0,0.0,65.0,<=50K
Private,Sales,9.0,Husband,Male,2885.0,0.0,40.0,<=50K
Local-gov,Adm-clerical,4.0,Husband,Male,2885.0,0.0,40.0,<=50K
Self-emp-inc,Prof-specialty,10.0,Husband,Male,2885.0,0.0,30.0,<=50K
Private,Sales,10.0,Husband,Male,2885.0,0.0,43.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,2885.0,0.0,40.0,<=50K
Self-emp-not-inc,Craft-repair,11.0,Husband,Male,2885.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Husband,Male,2885.0,0.0,45.0,<=50K
Private,Craft-repair,5.0,Husband,Male,2885.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Husband,Male,2885.0,0.0,50.0,<=50K
Private,Craft-repair,10.0,Husband,Male,2829.0,0.0,70.0,<=50K
Private,Handlers-cleaners,9.0,Husband,Male,2829.0,0.0,30.0,<=50K
Private,Tech-support,10.0,Husband,Male,2829.0,0.0,55.0,<=50K
Private,Craft-repair,10.0,Husband,Male,2829.0,0.0,40.0,<=50K
Self-emp-not-inc,Farming-fishing,10.0,Husband,Male,2829.0,0.0,90.0,<=50K
Private,Sales,10.0,Husband,Male,2829.0,0.0,65.0,<=50K
Private,Machine-op-inspct,12.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Handlers-cleaners,9.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Sales,9.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Craft-repair,13.0,Husband,Male,2829.0,0.0,60.0,<=50K
Private,Adm-clerical,9.0,Wife,Female,2829.0,0.0,40.0,<=50K
Self-emp-not-inc,Craft-repair,9.0,Husband,Male,2829.0,0.0,45.0,<=50K
Private,Tech-support,10.0,Husband,Male,2829.0,0.0,24.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Craft-repair,4.0,Husband,Male,2829.0,0.0,40.0,<=50K
Self-emp-not-inc,Transport-moving,10.0,Husband,Male,2829.0,0.0,30.0,<=50K
Private,Other-service,9.0,Husband,Male,2829.0,0.0,60.0,<=50K
Self-emp-not-inc,Farming-fishing,9.0,Husband,Male,2829.0,0.0,65.0,<=50K
Private,Sales,9.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Exec-managerial,15.0,Husband,Male,2829.0,0.0,50.0,<=50K
Private,Adm-clerical,10.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Transport-moving,11.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Craft-repair,6.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Husband,Male,2829.0,0.0,40.0,<=50K
Self-emp-inc,Exec-managerial,9.0,Husband,Male,2829.0,0.0,45.0,<=50K
Private,Adm-clerical,10.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Handlers-cleaners,7.0,Wife,Female,2829.0,0.0,14.0,<=50K
Local-gov,Craft-repair,4.0,Husband,Male,2829.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,2829.0,0.0,40.0,<=50K
Self-emp-not-inc,Sales,13.0,Husband,Male,2829.0,0.0,60.0,<=50K
,,9.0,Wife,Female,2653.0,0.0,14.0,<=50K
Private,Machine-op-inspct,5.0,Wife,Female,2653.0,0.0,40.0,<=50K
Self-emp-not-inc,Farming-fishing,10.0,Husband,Male,2653.0,0.0,70.0,<=50K
Private,Sales,9.0,Husband,Male,2653.0,0.0,20.0,<=50K
Local-gov,Protective-serv,4.0,Husband,Male,2653.0,0.0,40.0,<=50K
Private,Craft-repair,4.0,Husband,Male,2635.0,0.0,38.0,<=50K
Local-gov,Other-service,9.0,Wife,Female,2635.0,0.0,40.0,<=50K
Private,Other-service,7.0,Husband,Male,2635.0,0.0,37.0,<=50K
Private,Protective-serv,9.0,Husband,Male,2635.0,0.0,16.0,<=50K
Self-emp-not-inc,Other-service,6.0,Wife,Female,2635.0,0.0,40.0,<=50K
,,9.0,Husband,Male,2635.0,0.0,40.0,<=50K
Self-emp-inc,Craft-repair,9.0,Husband,Male,2635.0,0.0,10.0,<=50K
Private,Machine-op-inspct,6.0,Husband,Male,2635.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Husband,Male,2635.0,0.0,40.0,<=50K
Self-emp-not-inc,Craft-repair,9.0,Husband,Male,2635.0,0.0,24.0,<=50K
Self-emp-not-inc,Craft-repair,5.0,Husband,Male,2635.0,,30.0,<=50K
Private,Sales,9.0,Own-child,Female,2597.0,0.0,40.0,<=50K
Private,Other-service,10.0,Not-in-family,Male,2597.0,0.0,48.0,<=50K
Private,Craft-repair,9.0,Other-relative,Male,2597.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Male,2597.0,0.0,45.0,<=50K
Private,Handlers-cleaners,9.0,Other-relative,Male,2597.0,0.0,40.0,<=50K
Private,Prof-specialty,14.0,Own-child,Female,2597.0,0.0,31.0,<=50K
Private,Tech-support,9.0,Unmarried,Female,2597.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Own-child,Male,2597.0,0.0,40.0,<=50K
Private,Other-service,9.0,Not-in-family,Male,2597.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Female,2597.0,0.0,40.0,<=50K
Private,Sales,12.0,Not-in-family,Male,2597.0,0.0,48.0,<=50K
Private,Sales,9.0,Not-in-family,Female,2597.0,0.0,40.0,<=50K
Private,Sales,10.0,Own-child,Male,2597.0,0.0,48.0,<=50K
State-gov,Other-service,13.0,Not-in-family,Female,2597.0,0.0,50.0,<=50K
Private,Exec-managerial,10.0,Own-child,Female,2597.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Own-child,Male,2597.0,0.0,40.0,<=50K
Self-emp-not-inc,Sales,9.0,Not-in-family,Male,2597.0,0.0,55.0,<=50K
Private,Adm-clerical,12.0,Not-in-family,Female,2597.0,0.0,40.0,<=50K
Private,Handlers-cleaners,10.0,Own-child,Male,2597.0,0.0,50.0,<=50K
Private,Transport-moving,6.0,Not-in-family,Male,2597.0,0.0,50.0,<=50K
Private,Machine-op-inspct,10.0,Husband,Male,2580.0,0.0,40.0,<=50K
Private,Farming-fishing,4.0,Husband,Male,2580.0,0.0,60.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,2580.0,0.0,40.0,<=50K
Self-emp-inc,Craft-repair,4.0,Husband,Male,2580.0,0.0,40.0,<=50K
Private,Other-service,9.0,Husband,Male,2580.0,0.0,20.0,<=50K
Private,Sales,4.0,Husband,Male,2580.0,0.0,40.0,<=50K
Private,Craft-repair,5.0,Husband,Male,2580.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Husband,Male,2580.0,0.0,45.0,<=50K
Private,Other-service,6.0,Husband,Male,2580.0,0.0,40.0,<=50K
Self-emp-not-inc,Other-service,3.0,Husband,Male,2580.0,0.0,15.0,<=50K
Private,Machine-op-inspct,10.0,Husband,Male,2580.0,0.0,40.0,<=50K
Private,Adm-clerical,4.0,Husband,Male,2580.0,0.0,50.0,<=50K
Private,Machine-op-inspct,9.0,Unmarried,Male,2538.0,0.0,40.0,<=50K
Private,Sales,9.0,Not-in-family,Female,2463.0,0.0,40.0,<=50K
State-gov,Prof-specialty,15.0,Not-in-family,Male,2463.0,0.0,50.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Female,2463.0,0.0,40.0,<=50K
Private,Prof-specialty,13.0,Not-in-family,Male,2463.0,0.0,50.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Male,2463.0,0.0,40.0,<=50K
Private,Handlers-cleaners,9.0,Not-in-family,Male,2463.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Female,2463.0,0.0,38.0,<=50K
Private,Farming-fishing,7.0,Unmarried,Male,2463.0,0.0,40.0,<=50K
Private,Other-service,11.0,Not-in-family,Female,2463.0,0.0,35.0,<=50K
Private,Exec-managerial,13.0,Own-child,Male,2463.0,0.0,35.0,<=50K
Private,Adm-clerical,11.0,Other-relative,Male,2463.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Wife,Female,2414.0,0.0,5.0,<=50K
Self-emp-not-inc,Farming-fishing,6.0,Husband,Male,2414.0,0.0,80.0,<=50K
,,4.0,Husband,Male,2414.0,0.0,40.0,<=50K
Self-emp-not-inc,Farming-fishing,9.0,Husband,Male,2414.0,0.0,40.0,<=50K
Without-pay,Transport-moving,9.0,Husband,Male,2414.0,0.0,20.0,<=50K
,,9.0,Husband,Male,2414.0,0.0,30.0,<=50K
Private,Adm-clerical,9.0,Husband,Male,2414.0,0.0,15.0,<=50K
Private,Other-service,6.0,Husband,Male,2414.0,0.0,12.0,<=50K
Private,Sales,13.0,Husband,Male,2407.0,0.0,40.0,<=50K
Self-emp-not-inc,Farming-fishing,14.0,Husband,Male,2407.0,0.0,98.0,<=50K
Private,Craft-repair,10.0,Husband,Male,2407.0,0.0,40.0,<=50K
Private,Other-service,7.0,Husband,Male,2407.0,0.0,70.0,<=50K
Private,Craft-repair,10.0,Husband,Male,2407.0,0.0,65.0,<=50K
Private,Exec-managerial,10.0,Husband,Male,2407.0,0.0,50.0,<=50K
Private,Handlers-cleaners,9.0,Husband,Male,2407.0,0.0,40.0,<=50K
Private,Adm-clerical,11.0,Husband,Male,2407.0,0.0,40.0,<=50K
Private,Adm-clerical,11.0,Husband,Male,2407.0,0.0,40.0,<=50K
Private,Adm-clerical,8.0,Husband,Male,2407.0,0.0,50.0,<=50K
Private,Machine-op-inspct,11.0,Husband,Male,2407.0,0.0,40.0,<=50K
Private,Exec-managerial,12.0,Husband,Male,2407.0,0.0,99.0,<=50K
Private,Craft-repair,10.0,Husband,Male,2407.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Husband,Male,2407.0,0.0,40.0,<=50K
Private,Craft-repair,10.0,Husband,Male,2407.0,0.0,40.0,<=50K
Self-emp-not-inc,Exec-managerial,13.0,Husband,Male,2407.0,0.0,40.0,<=50K
Private,Other-service,9.0,Wife,Female,2407.0,0.0,35.0,<=50K
Private,Transport-moving,4.0,Husband,Male,2407.0,0.0,50.0,<=50K
,,9.0,Husband,Male,2407.0,0.0,60.0,<=50K
Private,Transport-moving,9.0,Unmarried,Female,2387.0,0.0,40.0,<=50K
Private,Farming-fishing,12.0,Not-in-family,Male,2354.0,0.0,45.0,<=50K
Private,Prof-specialty,15.0,Not-in-family,Female,2354.0,0.0,99.0,<=50K
Private,Craft-repair,12.0,Not-in-family,Male,2354.0,0.0,40.0,<=50K
Private,Prof-specialty,14.0,Not-in-family,Female,2354.0,0.0,16.0,<=50K
Federal-gov,Exec-managerial,12.0,Not-in-family,Female,2354.0,0.0,40.0,<=50K
Private,Tech-support,11.0,Not-in-family,Female,2354.0,0.0,40.0,<=50K
Private,Other-service,10.0,Not-in-family,Female,2354.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Unmarried,Male,2354.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Unmarried,Male,2354.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Male,2354.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Own-child,Female,2354.0,0.0,40.0,<=50K
Federal-gov,Adm-clerical,10.0,Other-relative,Female,2346.0,0.0,40.0,<=50K
Self-emp-not-inc,Sales,9.0,Not-in-family,Male,2346.0,0.0,15.0,<=50K
Private,Machine-op-inspct,9.0,Unmarried,Male,2346.0,0.0,40.0,<=50K
Private,Exec-managerial,13.0,Not-in-family,Female,2346.0,0.0,15.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Female,,0.0,40.0,<=50K
Private,Other-service,3.0,Other-relative,Female,2346.0,0.0,40.0,<=50K
Private,Tech-support,13.0,Own-child,Female,2329.0,0.0,16.0,<=50K
,,9.0,Not-in-family,Female,2329.0,0.0,15.0,<=50K
Self-emp-not-inc,Other-service,9.0,Other-relative,Female,2329.0,0.0,20.0,<=50K
,,9.0,Unmarried,Female,2329.0,0.0,75.0,<=50K
Private,Prof-specialty,14.0,Not-in-family,Male,2329.0,0.0,60.0,<=50K
Private,Sales,9.0,Unmarried,Female,2329.0,0.0,12.0,<=50K
Private,Craft-repair,9.0,Husband,Male,2290.0,0.0,40.0,<=50K
Self-emp-not-inc,Craft-repair,9.0,Husband,Male,2290.0,0.0,20.0,<=50K
Self-emp-not-inc,Craft-repair,12.0,Husband,Male,2290.0,0.0,30.0,<=50K
Self-emp-not-inc,Exec-managerial,10.0,Husband,Male,2290.0,0.0,40.0,<=50K
Local-gov,Exec-managerial,9.0,Husband,Male,2290.0,0.0,10.0,<=50K
Local-gov,Protective-serv,4.0,Husband,Male,2228.0,0.0,10.0,<=50K
Private,Machine-op-inspct,5.0,Husband,Male,2228.0,0.0,37.0,<=50K
,,9.0,Husband,Male,2228.0,0.0,32.0,<=50K
,,9.0,Husband,Male,2228.0,0.0,24.0,<=50K
Self-emp-not-inc,Sales,14.0,Husband,Male,2228.0,0.0,50.0,<=50K
Private,Sales,9.0,Not-in-family,Female,2202.0,0.0,48.0,<=50K
Private,Adm-clerical,12.0,Not-in-family,Male,2202.0,0.0,38.0,<=50K
Self-emp-not-inc,Craft-repair,10.0,Not-in-family,Male,2202.0,0.0,50.0,<=50K
Private,Adm-clerical,11.0,Not-in-family,Female,2202.0,0.0,40.0,<=50K
Self-emp-inc,Sales,11.0,Not-in-family,Male,2202.0,0.0,56.0,<=50K
Private,Prof-specialty,13.0,Not-in-family,Male,2202.0,0.0,50.0,<=50K
Self-emp-inc,Exec-managerial,10.0,Not-in-family,Male,2202.0,0.0,45.0,<=50K
Private,Other-service,9.0,Not-in-family,Female,2202.0,0.0,35.0,<=50K
Private,Other-service,10.0,Own-child,Male,2202.0,0.0,80.0,<=50K
Private,Adm-clerical,13.0,Own-child,Female,2202.0,0.0,40.0,<=50K
Local-gov,Adm-clerical,10.0,Not-in-family,Female,2202.0,0.0,44.0,<=50K
Local-gov,Prof-specialty,13.0,Not-in-family,Female,2202.0,0.0,50.0,<=50K
Local-gov,Prof-specialty,14.0,Not-in-family,Female,2202.0,0.0,30.0,<=50K
Private,Exec-managerial,13.0,Not-in-family,Male,2202.0,0.0,45.0,<=50K
Private,Adm-clerical,13.0,Own-child,Male,2202.0,0.0,30.0,<=50K
Private,Exec-managerial,13.0,Own-child,Male,2202.0,0.0,4.0,<=50K
Private,Handlers-cleaners,7.0,Own-child,Male,2176.0,0.0,18.0,<=50K
,,6.0,Own-child,Male,2176.0,0.0,40.0,<=50K
Private,Other-service,10.0,Own-child,Male,2176.0,0.0,25.0,<=50K
Private,Handlers-cleaners,9.0,Own-child,Male,2176.0,0.0,25.0,<=50K
Private,Machine-op-inspct,9.0,Own-child,Male,2176.0,0.0,40.0,<=50K
Private,Prof-specialty,10.0,Own-child,Female,2176.0,0.0,12.0,<=50K
Private,Adm-clerical,10.0,Own-child,Female,2176.0,0.0,20.0,<=50K
Private,Adm-clerical,10.0,Own-child,Female,2176.0,0.0,20.0,<=50K
Self-emp-not-inc,Prof-specialty,15.0,Not-in-family,Male,2176.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Own-child,Male,2176.0,0.0,45.0,<=50K
Private,Other-service,13.0,Not-in-family,Male,2176.0,0.0,20.0,<=50K
Private,Sales,7.0,Not-in-family,Female,2176.0,0.0,30.0,<=50K
Private,Handlers-cleaners,4.0,Not-in-family,Male,2176.0,0.0,35.0,<=50K
Private,Machine-op-inspct,9.0,Own-child,Female,2176.0,0.0,40.0,<=50K
,,10.0,Own-child,Female,2176.0,0.0,40.0,<=50K
Private,Sales,10.0,Own-child,Female,2176.0,0.0,35.0,<=50K
Private,Handlers-cleaners,10.0,Own-child,Male,2176.0,0.0,40.0,<=50K
Private,Priv-house-serv,3.0,Other-relative,Female,2176.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Male,2176.0,0.0,40.0,<=50K
Private,Machine-op-inspct,10.0,Not-in-family,Female,2176.0,0.0,40.0,<=50K
Private,Sales,10.0,Unmarried,Male,2176.0,0.0,40.0,<=50K
Private,Tech-support,10.0,Own-child,Male,2176.0,0.0,20.0,<=50K
Private,Handlers-cleaners,9.0,Other-relative,Male,2176.0,0.0,40.0,<=50K
State-gov,Adm-clerical,13.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Self-emp-not-inc,Prof-specialty,13.0,Not-in-family,Female,2174.0,0.0,40.0,<=50K
Private,Tech-support,10.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Tech-support,11.0,Not-in-family,Female,2174.0,0.0,45.0,<=50K
Private,Exec-managerial,9.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Adm-clerical,13.0,Own-child,Female,2174.0,0.0,40.0,<=50K
Private,Exec-managerial,10.0,Not-in-family,Male,2174.0,0.0,55.0,<=50K
Private,Craft-repair,10.0,Own-child,Male,2174.0,0.0,60.0,<=50K
Private,Craft-repair,9.0,Own-child,Male,2174.0,0.0,40.0,<=50K
Private,Exec-managerial,12.0,Unmarried,Female,2174.0,0.0,55.0,<=50K
Private,Prof-specialty,13.0,Not-in-family,Female,2174.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Own-child,Female,2174.0,0.0,45.0,<=50K
Local-gov,Prof-specialty,14.0,Not-in-family,Female,,0.0,40.0,<=50K
Self-emp-not-inc,Adm-clerical,11.0,Not-in-family,Female,2174.0,0.0,40.0,<=50K
Federal-gov,Protective-serv,12.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Self-emp-not-inc,Sales,13.0,Not-in-family,Female,2174.0,0.0,50.0,<=50K
Private,Transport-moving,10.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Prof-specialty,15.0,Own-child,Female,2174.0,0.0,72.0,<=50K
Private,Handlers-cleaners,9.0,Not-in-family,Male,2174.0,0.0,60.0,<=50K
Private,Adm-clerical,9.0,Unmarried,Female,2174.0,0.0,40.0,<=50K
State-gov,Adm-clerical,13.0,Unmarried,Male,2174.0,0.0,37.0,<=50K
Private,Other-service,9.0,Not-in-family,Female,2174.0,0.0,40.0,<=50K
Private,Other-service,9.0,Own-child,Male,2174.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Unmarried,Male,2174.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Exec-managerial,10.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Female,2174.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Sales,10.0,Own-child,Male,2174.0,0.0,45.0,<=50K
Private,Transport-moving,10.0,Not-in-family,Male,2174.0,0.0,75.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Exec-managerial,11.0,Not-in-family,Male,2174.0,0.0,50.0,<=50K
Private,Exec-managerial,11.0,Own-child,Female,2174.0,0.0,60.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Tech-support,11.0,Own-child,Female,2174.0,0.0,36.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Female,2174.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Male,2174.0,0.0,41.0,<=50K
Federal-gov,Adm-clerical,10.0,Unmarried,Female,2174.0,0.0,40.0,<=50K
Private,Exec-managerial,13.0,Not-in-family,Male,2174.0,0.0,45.0,<=50K
Private,Exec-managerial,9.0,Not-in-family,Male,2174.0,0.0,50.0,<=50K
Federal-gov,Adm-clerical,10.0,Other-relative,Male,2174.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Female,2174.0,0.0,40.0,<=50K
Private,Sales,13.0,Own-child,Male,2174.0,0.0,40.0,<=50K
Self-emp-not-inc,Prof-specialty,13.0,Own-child,Female,2174.0,0.0,60.0,<=50K
Private,Other-service,10.0,Not-in-family,Male,2174.0,0.0,45.0,<=50K
Private,Tech-support,10.0,Not-in-family,Female,2174.0,0.0,50.0,<=50K
State-gov,Protective-serv,9.0,Own-child,Male,2174.0,0.0,40.0,<=50K
Local-gov,Protective-serv,9.0,Not-in-family,Male,2174.0,0.0,40.0,<=50K
Private,Handlers-cleaners,6.0,Husband,Male,2105.0,0.0,45.0,<=50K
Private,Farming-fishing,6.0,Husband,Male,2105.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Husband,Male,2105.0,0.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Own-child,Female,2105.0,0.0,40.0,<=50K
Private,Farming-fishing,4.0,Husband,Male,2105.0,0.0,50.0,<=50K
,,10.0,Wife,Female,2105.0,0.0,20.0,<=50K
Private,Machine-op-inspct,9.0,Husband,Male,2105.0,0.0,40.0,<=50K
Self-emp-not-inc,Farming-fishing,12.0,Husband,Male,2105.0,0.0,50.0,<=50K
Local-gov,Other-service,9.0,Husband,Male,2105.0,0.0,40.0,<=50K
Private,Priv-house-serv,5.0,Not-in-family,Female,2062.0,0.0,5.0,<=50K
Private,Machine-op-inspct,2.0,Not-in-family,Female,2062.0,0.0,34.0,<=50K
Private,Transport-moving,9.0,Not-in-family,Male,2050.0,0.0,55.0,<=50K
,,5.0,Not-in-family,Female,2050.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Female,2050.0,0.0,24.0,<=50K
,,6.0,Not-in-family,Male,2050.0,0.0,40.0,<=50K
Local-gov,Exec-managerial,14.0,Not-in-family,Male,2050.0,0.0,20.0,<=50K
Self-emp-inc,Exec-managerial,10.0,Unmarried,Female,2036.0,0.0,60.0,<=50K
Private,Craft-repair,9.0,Unmarried,Male,2036.0,0.0,30.0,<=50K
State-gov,Other-service,9.0,Unmarried,Female,2036.0,0.0,20.0,<=50K
Private,Other-service,10.0,Unmarried,Female,2036.0,0.0,30.0,<=50K
Local-gov,Adm-clerical,14.0,Not-in-family,Female,2009.0,0.0,40.0,<=50K
Local-gov,Exec-managerial,8.0,Not-in-family,Male,2009.0,0.0,44.0,<=50K
,,9.0,Not-in-family,Female,2009.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Female,1848.0,0.0,40.0,<=50K
Private,Adm-clerical,9.0,Unmarried,Female,1848.0,0.0,12.0,<=50K
Private,Prof-specialty,10.0,Not-in-family,Female,1848.0,0.0,,<=50K
Private,Exec-managerial,9.0,Other-relative,Female,1848.0,0.0,50.0,<=50K
Self-emp-not-inc,Farming-fishing,4.0,Other-relative,Male,1848.0,0.0,10.0,<=50K
,,10.0,Not-in-family,Male,1848.0,0.0,1.0,<=50K
Private,Machine-op-inspct,9.0,Own-child,Female,1831.0,0.0,40.0,<=50K
State-gov,Other-service,9.0,Unmarried,Female,1831.0,0.0,40.0,<=50K
Private,Transport-moving,10.0,Unmarried,Male,1831.0,0.0,50.0,<=50K
Private,Exec-managerial,9.0,Own-child,Female,1831.0,0.0,40.0,<=50K
Private,Exec-managerial,10.0,Own-child,Female,1831.0,0.0,40.0,<=50K
Private,Exec-managerial,10.0,Unmarried,Female,1831.0,0.0,30.0,<=50K
State-gov,Adm-clerical,9.0,Unmarried,Female,1831.0,0.0,38.0,<=50K
,,7.0,Husband,Male,1797.0,0.0,40.0,<=50K
Private,Adm-clerical,3.0,Husband,Male,1797.0,0.0,40.0,<=50K
Private,Craft-repair,4.0,Husband,Male,1797.0,0.0,40.0,<=50K
Self-emp-not-inc,Farming-fishing,3.0,Husband,Male,1797.0,0.0,21.0,<=50K
,,6.0,Husband,Male,1797.0,0.0,30.0,<=50K
Private,Handlers-cleaners,4.0,Husband,Male,1797.0,0.0,15.0,<=50K
Self-emp-not-inc,Farming-fishing,9.0,Husband,Male,1797.0,0.0,20.0,<=50K
Private,Prof-specialty,11.0,Not-in-family,Female,1639.0,0.0,20.0,<=50K
Local-gov,Prof-specialty,14.0,Unmarried,Female,1506.0,0.0,45.0,<=50K
State-gov,Prof-specialty,10.0,Unmarried,Female,1506.0,0.0,50.0,<=50K
Private,Prof-specialty,13.0,Unmarried,Female,1506.0,0.0,45.0,<=50K
Private,Craft-repair,10.0,Unmarried,Female,1506.0,0.0,45.0,<=50K
Private,Prof-specialty,14.0,Own-child,Female,1506.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Unmarried,Female,1506.0,0.0,50.0,<=50K
Self-emp-inc,Sales,12.0,Unmarried,Female,1506.0,0.0,40.0,<=50K
Private,Craft-repair,9.0,Unmarried,Male,1506.0,0.0,40.0,<=50K
Private,Exec-managerial,12.0,Unmarried,Male,1506.0,0.0,40.0,<=50K
Private,Transport-moving,9.0,Unmarried,Female,1506.0,0.0,40.0,<=50K
State-gov,Exec-managerial,14.0,Unmarried,Female,1506.0,0.0,40.0,<=50K
State-gov,Prof-specialty,13.0,Unmarried,Female,1506.0,0.0,36.0,<=50K
Private,Prof-specialty,13.0,Unmarried,Female,1506.0,0.0,35.0,<=50K
Private,Sales,7.0,Unmarried,Male,1506.0,0.0,50.0,<=50K
Federal-gov,Prof-specialty,14.0,Unmarried,Female,1506.0,0.0,40.0,<=50K
Local-gov,Adm-clerical,9.0,Unmarried,Female,1471.0,0.0,35.0,<=50K
Federal-gov,Exec-managerial,13.0,Unmarried,Male,1471.0,0.0,40.0,<=50K
Private,Tech-support,9.0,Unmarried,Female,1471.0,0.0,38.0,<=50K
Private,Adm-clerical,8.0,Unmarried,Female,1471.0,0.0,40.0,<=50K
Federal-gov,Adm-clerical,9.0,Unmarried,Female,1471.0,0.0,40.0,<=50K
Private,Adm-clerical,10.0,Unmarried,Female,1471.0,0.0,40.0,<=50K
Private,Tech-support,12.0,Unmarried,Female,1471.0,0.0,32.0,<=50K
Private,Sales,13.0,Husband,Male,1455.0,0.0,6.0,<=50K
Private,Other-service,5.0,Husband,Male,1424.0,0.0,35.0,<=50K
Private,Sales,9.0,Husband,Male,1424.0,0.0,24.0,<=50K
Local-gov,Craft-repair,9.0,Husband,Male,1424.0,0.0,6.0,<=50K
Self-emp-not-inc,Farming-fishing,9.0,Husband,Male,1409.0,0.0,50.0,<=50K
Self-emp-inc,Exec-managerial,5.0,Husband,Male,1409.0,0.0,1.0,<=50K
Self-emp-not-inc,Farming-fishing,9.0,Husband,Male,1409.0,0.0,40.0,<=50K
,,5.0,Husband,Male,1409.0,0.0,5.0,<=50K
,,9.0,Husband,Male,1409.0,0.0,15.0,<=50K
,,4.0,Husband,Male,1409.0,0.0,35.0,<=50K
Self-emp-not-inc,Other-service,9.0,Husband,Male,1409.0,0.0,40.0,<=50K
,,6.0,Husband,Male,1173.0,0.0,40.0,<=50K
Private,Prof-specialty,13.0,Husband,Male,1173.0,0.0,75.0,<=50K
,,4.0,Wife,Female,1173.0,0.0,45.0,<=50K
Self-emp-inc,Sales,9.0,Unmarried,Male,1151.0,0.0,50.0,<=50K
Private,Tech-support,9.0,Not-in-family,Female,1151.0,0.0,40.0,<=50K
